Symbol	Date	Close	Open	High	Low	Vol
BTC_USD	2019-02-22	3,965.2	3,937.4	3,983.1	3,931.7	649545
BTC_USD	2019-02-21	3,936.6	3,972.0	4,011.5	3,909.2	668158
BTC_USD	2019-02-20	3,972.4	3,914.3	3,983.6	3,881.2	698011
BTC_USD	2019-02-19	3,914.3	3,896.4	3,993.8	3,863.7	1440323
BTC_USD	2019-02-18	3,896.0	3,664.2	3,903.7	3,655.1	933154
BTC_USD	2019-02-17	3,664.2	3,616.8	3,689.9	3,607.9	580505
BTC_USD	2019-02-16	3,616.8	3,604.7	3,641.9	3,599.7	485625
BTC_USD	2019-02-15	3,604.7	3,592.6	3,648.3	3,581.4	516213
BTC_USD	2019-02-14	3,592.6	3,611.5	3,624.5	3,580.2	498135
BTC_USD	2019-02-13	3,611.5	3,632.0	3,663.5	3,599.2	558015
BTC_USD	2019-02-12	3,632.0	3,631.8	3,656.4	3,594.4	545820
BTC_USD	2019-02-11	3,631.8	3,678.8	3,681.1	3,623.8	517276
BTC_USD	2019-02-10	3,679.0	3,661.0	3,680.6	3,617.1	501896
BTC_USD	2019-02-09	3,661.4	3,661.6	3,675.3	3,633.2	454795
BTC_USD	2019-02-08	3,661.7	3,397.3	3,721.1	3,382.5	699228
BTC_USD	2019-02-07	3,397.7	3,404.9	3,421.8	3,390.3	471356
BTC_USD	2019-02-06	3,404.3	3,468.5	3,478.0	3,383.9	514208
BTC_USD	2019-02-05	3,468.4	3,463.0	3,485.9	3,450.3	460953
BTC_USD	2019-02-04	3,462.8	3,459.0	3,479.7	3,437.1	503923
BTC_USD	2019-02-03	3,459.1	3,502.3	3,507.8	3,431.3	451659
BTC_USD	2019-02-02	3,502.5	3,467.9	3,514.5	3,447.8	443598
BTC_USD	2019-02-01	3,467.9	3,437.7	3,485.7	3,415.3	481576
BTC_USD	2019-01-31	3,437.2	3,460.0	3,484.7	3,427.0	477074
BTC_USD	2019-01-30	3,460.0	3,414.6	3,479.0	3,394.2	600249
BTC_USD	2019-01-29	3,414.8	3,442.8	3,450.1	3,368.2	585460
BTC_USD	2019-01-28	3,442.8	3,555.8	3,561.2	3,395.7	620849
BTC_USD	2019-01-27	3,555.6	3,570.9	3,583.2	3,509.2	464016
BTC_USD	2019-01-26	3,570.9	3,572.0	3,652.5	3,556.1	432549
BTC_USD	2019-01-25	3,572.0	3,574.3	3,582.6	3,542.2	448885
BTC_USD	2019-01-24	3,574.3	3,561.4	3,587.0	3,539.7	428601
BTC_USD	2019-01-23	3,561.5	3,580.1	3,608.3	3,532.8	445873
BTC_USD	2019-01-22	3,580.1	3,536.9	3,607.9	3,465.2	447702
BTC_USD	2019-01-21	3,536.7	3,542.7	3,561.4	3,505.4	394174
BTC_USD	2019-01-20	3,542.3	3,676.2	3,699.1	3,503.9	563313
BTC_USD	2019-01-19	3,677.8	3,605.8	3,715.2	3,604.1	537057
BTC_USD	2019-01-18	3,605.6	3,626.3	3,627.9	3,575.7	488157
BTC_USD	2019-01-17	3,626.4	3,588.1	3,636.7	3,554.8	525103
BTC_USD	2019-01-16	3,588.0	3,570.6	3,644.1	3,561.4	487344
BTC_USD	2019-01-15	3,571.3	3,637.5	3,660.8	3,545.7	544852
BTC_USD	2019-01-14	3,638.1	3,490.4	3,672.0	3,490.4	539926
BTC_USD	2019-01-13	3,490.2	3,597.3	3,617.6	3,473.2	452793
BTC_USD	2019-01-12	3,597.2	3,616.6	3,633.9	3,561.3	435062
BTC_USD	2019-01-11	3,616.5	3,603.3	3,655.7	3,563.1	551644
BTC_USD	2019-01-10	3,603.7	3,978.9	4,007.7	3,562.1	697305
BTC_USD	2019-01-09	3,978.0	3,971.0	4,014.2	3,957.5	473418
BTC_USD	2019-01-08	3,971.0	3,985.8	4,070.5	3,943.1	514081
BTC_USD	2019-01-07	3,985.9	4,004.3	4,028.0	3,945.5	500878
BTC_USD	2019-01-06	4,004.1	3,785.7	4,034.1	3,758.5	529893
BTC_USD	2019-01-05	3,785.4	3,802.8	3,846.7	3,769.0	468449
BTC_USD	2019-01-04	3,802.7	3,780.5	3,823.9	3,720.0	488698
BTC_USD	2019-01-03	3,780.1	3,874.1	3,875.8	3,753.0	450319
BTC_USD	2019-01-02	3,873.8	3,809.7	3,894.8	3,768.1	554471
BTC_USD	2019-01-01	3,809.4	3,709.5	3,814.3	3,664.4	469107
BTC_USD	2018-12-31	3,709.4	3,815.1	3,819.6	3,658.8	545825
BTC_USD	2018-12-30	3,815.0	3,708.2	3,837.7	3,682.5	519173
BTC_USD	2018-12-29	3,706.8	3,861.6	3,899.6	3,696.0	505408
BTC_USD	2018-12-28	3,861.6	3,587.1	3,900.3	3,565.5	565237
BTC_USD	2018-12-27	3,586.9	3,793.4	3,822.6	3,560.8	543435
BTC_USD	2018-12-26	3,793.7	3,762.8	3,841.9	3,680.3	567110
BTC_USD	2018-12-25	3,762.5	4,025.6	4,030.7	3,676.5	670941
BTC_USD	2018-12-24	4,026.1	3,944.5	4,208.2	3,941.9	716293
BTC_USD	2018-12-23	3,944.4	3,964.3	4,037.1	3,904.6	572208
BTC_USD	2018-12-22	3,964.4	3,850.9	3,977.2	3,803.7	554593
BTC_USD	2018-12-21	3,850.9	4,075.2	4,153.1	3,786.9	748756
BTC_USD	2018-12-20	4,076.0	3,687.2	4,140.3	3,665.8	958584
BTC_USD	2018-12-19	3,687.1	3,668.1	3,924.7	3,647.5	792400
BTC_USD	2018-12-18	3,668.0	3,526.0	3,683.1	3,456.9	698530
BTC_USD	2018-12-17	3,526.1	3,248.3	3,597.4	3,243.1	534776
BTC_USD	2018-12-16	3,247.9	3,228.6	3,305.0	3,225.9	335690
BTC_USD	2018-12-15	3,228.7	3,247.8	3,282.3	3,177.0	332949
BTC_USD	2018-12-14	3,247.8	3,315.4	3,336.6	3,199.1	445561
BTC_USD	2018-12-13	3,315.3	3,466.2	3,474.4	3,284.8	435894
BTC_USD	2018-12-12	3,466.1	3,390.2	3,510.2	3,379.4	391166
BTC_USD	2018-12-11	3,407.7	3,460.4	3,485.9	3,349.9	418530
BTC_USD	2018-12-10	3,460.5	3,566.9	3,622.4	3,412.7	394492
BTC_USD	2018-12-09	3,567.5	3,430.3	3,677.6	3,424.2	327925
BTC_USD	2018-12-08	3,430.4	3,422.3	3,507.7	3,302.9	424396
BTC_USD	2018-12-07	3,422.2	3,508.9	3,626.6	3,251.8	639331
BTC_USD	2018-12-06	3,508.6	3,771.4	3,887.2	3,505.7	467536
BTC_USD	2018-12-05	3,771.6	3,958.1	3,974.1	3,765.2	341596
BTC_USD	2018-12-04	3,958.5	3,899.9	4,082.9	3,809.3	326713
BTC_USD	2018-12-03	3,897.8	4,160.3	4,177.0	3,839.9	355095
BTC_USD	2018-12-02	4,160.4	4,196.2	4,316.1	4,105.3	298631
BTC_USD	2018-12-01	4,196.2	4,038.7	4,299.1	3,967.1	316298
BTC_USD	2018-11-30	4,039.7	4,296.8	4,340.6	3,954.5	444516
BTC_USD	2018-11-29	4,296.5	4,265.5	4,440.1	4,140.6	414460
BTC_USD	2018-11-28	4,265.4	3,866.4	4,391.8	3,866.4	533037
BTC_USD	2018-11-27	3,866.5	3,840.3	3,920.6	3,687.8	457266
BTC_USD	2018-11-26	3,837.0	4,061.0	4,179.0	3,679.8	571042
BTC_USD	2018-11-25	4,062.2	3,920.3	4,198.4	3,634.2	619953
BTC_USD	2018-11-24	3,920.4	4,397.3	4,494.6	3,821.5	382720
BTC_USD	2018-11-23	4,398.0	4,360.9	4,455.6	4,223.7	348994
BTC_USD	2018-11-22	4,356.0	4,646.4	4,695.7	4,346.7	261854
BTC_USD	2018-11-21	4,638.7	4,523.0	4,743.7	4,393.0	412737
BTC_USD	2018-11-20	4,524.6	4,883.6	5,013.4	4,272.3	714081
BTC_USD	2018-11-19	4,883.8	5,660.4	5,662.5	4,831.1	478261
BTC_USD	2018-11-18	5,658.3	5,621.0	5,727.9	5,615.5	158681
BTC_USD	2018-11-17	5,621.8	5,636.2	5,645.5	5,561.4	156507
BTC_USD	2018-11-16	5,636.2	5,723.5	5,747.7	5,539.7	224122
BTC_USD	2018-11-15	5,718.9	5,854.0	5,878.5	5,384.1	375857
BTC_USD	2018-11-14	5,842.4	6,428.9	6,453.3	5,619.2	438209
BTC_USD	2018-11-13	6,429.2	6,435.0	6,466.8	6,386.7	137604
BTC_USD	2018-11-12	6,435.0	6,445.0	6,475.9	6,409.4	130155
BTC_USD	2018-11-11	6,446.1	6,427.1	6,451.7	6,359.0	127404
BTC_USD	2018-11-10	6,427.1	6,411.9	6,461.7	6,411.7	115866
BTC_USD	2018-11-09	6,412.0	6,473.8	6,496.1	6,390.0	151603
BTC_USD	2018-11-08	6,474.0	6,565.3	6,577.3	6,466.3	159299
BTC_USD	2018-11-07	6,565.3	6,503.1	6,594.3	6,502.0	170764
BTC_USD	2018-11-06	6,502.8	6,460.4	6,509.6	6,441.6	154865
BTC_USD	2018-11-05	6,459.7	6,478.2	6,489.2	6,431.7	128514
BTC_USD	2018-11-04	6,478.2	6,386.2	6,508.9	6,359.7	128756
BTC_USD	2018-11-03	6,386.2	6,424.5	6,429.5	6,346.2	112839
BTC_USD	2018-11-02	6,424.7	6,400.5	6,444.3	6,390.9	135869
BTC_USD	2018-11-01	6,400.5	6,365.9	6,421.8	6,354.2	124157
BTC_USD	2018-10-31	6,365.9	6,327.9	6,405.7	6,257.8	129055
BTC_USD	2018-10-30	6,325.7	6,336.7	6,469.9	6,316.5	128211
BTC_USD	2018-10-29	6,335.0	6,486.1	6,498.4	6,310.5	160524
BTC_USD	2018-10-28	6,486.1	6,494.6	6,502.2	6,461.2	93967
BTC_USD	2018-10-27	6,494.2	6,510.0	6,534.0	6,473.7	76715
BTC_USD	2018-10-26	6,510.0	6,507.0	6,570.5	6,498.5	97173
BTC_USD	2018-10-25	6,507.0	6,532.5	6,544.8	6,491.5	97426
BTC_USD	2018-10-24	6,530.7	6,531.2	6,593.8	6,522.6	98744
BTC_USD	2018-10-23	6,528.7	6,558.6	6,573.6	6,500.5	108855
BTC_USD	2018-10-22	6,555.8	6,583.0	6,612.7	6,529.5	101573
BTC_USD	2018-10-21	6,583.0	6,575.9	6,643.1	6,568.0	92944
BTC_USD	2018-10-20	6,572.2	6,511.7	6,593.7	6,495.9	97768
BTC_USD	2018-10-19	6,512.0	6,576.4	6,603.2	6,506.9	121440
BTC_USD	2018-10-18	6,574.1	6,690.1	6,736.3	6,530.6	134154
BTC_USD	2018-10-17	6,686.6	6,718.9	6,745.9	6,637.8	136709
BTC_USD	2018-10-16	6,705.3	6,712.4	6,836.7	6,645.4	155850
BTC_USD	2018-10-15	6,699.8	6,326.8	7,358.4	6,300.2	443334
BTC_USD	2018-10-14	6,326.8	6,321.6	6,390.9	6,300.0	99381
BTC_USD	2018-10-13	6,321.7	6,291.3	6,329.3	6,282.8	94446
BTC_USD	2018-10-12	6,291.3	6,239.2	6,344.8	6,206.8	147404
BTC_USD	2018-10-11	6,239.1	6,618.0	6,622.5	6,206.2	245282
BTC_USD	2018-10-10	6,618.0	6,650.6	6,653.5	6,526.0	101930
BTC_USD	2018-10-09	6,650.8	6,669.6	6,678.9	6,613.3	80791
BTC_USD	2018-10-08	6,669.6	6,611.0	6,699.5	6,589.9	119682
BTC_USD	2018-10-07	6,611.0	6,596.3	6,633.9	6,523.8	77059
BTC_USD	2018-10-06	6,596.3	6,639.1	6,661.5	6,550.4	9178175
BTC_USD	2018-10-05	6,639.1	6,584.2	6,682.3	6,537.6	9344616
BTC_USD	2018-10-04	6,584.2	6,509.2	6,653.0	6,487.8	9309701
BTC_USD	2018-10-03	6,507.8	6,549.9	6,563.5	6,429.6	9213452
BTC_USD	2018-10-02	6,549.9	6,608.2	6,645.7	6,034.9	9335653
BTC_USD	2018-10-01	6,608.2	6,635.2	6,674.7	6,072.7	9189038
BTC_USD	2018-09-30	6,635.2	6,603.9	6,673.9	6,533.5	9339970
BTC_USD	2018-09-29	6,603.9	6,633.9	6,648.4	6,464.4	9418101
BTC_USD	2018-09-28	6,636.0	6,685.7	6,809.2	6,538.6	9566755
BTC_USD	2018-09-27	6,689.2	6,463.7	6,738.3	6,428.8	9339326
BTC_USD	2018-09-26	6,468.1	6,443.0	6,551.9	6,384.1	8639966
BTC_USD	2018-09-25	6,445.1	6,590.6	6,590.6	5,977.0	7341156
BTC_USD	2018-09-24	6,584.1	6,713.3	6,728.1	6,559.1	7568734
BTC_USD	2018-09-23	6,704.1	6,729.6	6,789.4	6,666.4	7339988
BTC_USD	2018-09-22	6,729.6	6,766.7	6,833.3	6,635.5	7308258
BTC_USD	2018-09-21	6,766.7	6,490.9	6,780.5	6,489.8	7726290
BTC_USD	2018-09-20	6,489.2	6,390.4	6,537.5	6,346.4	5177478
BTC_USD	2018-09-19	6,390.4	6,342.0	6,478.7	6,144.5	3538676
BTC_USD	2018-09-18	6,342.0	6,251.9	6,388.8	6,228.8	2821838
BTC_USD	2018-09-17	6,251.9	6,500.2	6,533.5	6,215.9	3257495
BTC_USD	2018-09-16	6,500.2	6,519.0	6,520.8	6,406.2	3341457
BTC_USD	2018-09-15	6,519.0	6,482.6	6,562.9	6,470.3	3162237
BTC_USD	2018-09-14	6,483.7	6,482.9	6,579.4	6,412.1	3200253
BTC_USD	2018-09-13	6,482.9	6,338.0	6,867.3	6,337.8	3528292
BTC_USD	2018-09-12	6,338.0	6,293.9	6,353.5	6,204.5	3038985
BTC_USD	2018-09-11	6,293.9	6,320.7	6,391.8	6,189.6	3303958
BTC_USD	2018-09-10	6,321.0	6,238.5	6,358.5	6,237.3	3109297
BTC_USD	2018-09-09	6,238.5	6,184.3	6,432.6	6,148.8	2838358
BTC_USD	2018-09-08	6,184.3	6,390.9	6,484.3	6,132.3	3464978
BTC_USD	2018-09-07	6,390.9	6,514.1	6,540.6	6,316.2	3300572
BTC_USD	2018-09-06	6,514.0	6,706.8	6,732.9	6,337.8	4018209
BTC_USD	2018-09-05	6,706.8	7,377.5	7,407.5	6,691.8	4552981
BTC_USD	2018-09-04	7,377.5	7,264.2	7,409.9	7,234.5	3923285
BTC_USD	2018-09-03	7,264.2	7,289.8	7,330.7	7,182.8	3869456
BTC_USD	2018-09-02	7,293.9	7,189.6	7,334.8	7,117.3	3901829
BTC_USD	2018-09-01	7,189.6	7,032.4	7,264.3	7,020.4	3519229
BTC_USD	2018-08-31	7,033.8	6,993.7	7,080.2	6,698.0	4214433
BTC_USD	2018-08-30	6,993.7	7,029.2	7,050.2	6,798.0	3743994
BTC_USD	2018-08-29	7,029.1	7,074.6	7,121.4	6,926.7	4107284
BTC_USD	2018-08-28	7,074.6	6,897.6	7,129.7	6,861.2	3794729
BTC_USD	2018-08-27	6,897.6	6,712.7	6,902.9	6,650.4	3257217
BTC_USD	2018-08-26	6,712.7	6,734.9	6,892.7	6,573.1	3368976
BTC_USD	2018-08-25	6,734.8	6,680.6	6,783.4	6,655.3	3590023
BTC_USD	2018-08-24	6,680.4	6,521.2	6,721.2	6,472.8	3701580
BTC_USD	2018-08-23	6,521.2	6,359.9	6,550.2	6,359.2	2764577
BTC_USD	2018-08-22	6,359.6	6,482.2	6,840.8	6,304.8	3632696
BTC_USD	2018-08-21	6,482.2	6,268.1	6,484.1	6,257.4	1458256
BTC_USD	2018-08-20	6,268.1	6,474.2	6,516.4	6,255.9	3099888
BTC_USD	2018-08-19	6,481.5	6,379.1	6,534.8	6,316.0	2713462
BTC_USD	2018-08-18	6,379.1	6,581.8	6,626.4	6,295.5	3148561
BTC_USD	2018-08-17	6,581.7	6,306.7	6,581.7	6,291.8	3200996
BTC_USD	2018-08-16	6,306.7	6,256.9	6,470.9	6,249.8	3500269
BTC_USD	2018-08-15	6,256.9	6,190.2	6,592.8	6,177.9	3741923
BTC_USD	2018-08-14	6,190.2	6,255.3	6,255.3	5,898.3	3661128
BTC_USD	2018-08-13	6,255.3	6,313.0	6,524.1	6,159.6	234089
BTC_USD	2018-08-12	6,313.0	6,232.1	6,453.0	6,169.8	216325
BTC_USD	2018-08-11	6,231.6	6,152.8	6,469.6	6,009.8	247337
BTC_USD	2018-08-10	6,152.3	6,539.5	6,570.2	6,043.4	298821
BTC_USD	2018-08-09	6,538.8	6,283.7	6,620.2	6,197.0	237658
BTC_USD	2018-08-08	6,283.6	6,725.2	6,725.2	6,138.8	311537
BTC_USD	2018-08-07	6,724.9	6,943.6	7,149.7	6,689.9	232483
BTC_USD	2018-08-06	6,943.6	7,027.8	7,143.6	6,852.5	168868
BTC_USD	2018-08-05	7,027.1	7,014.0	7,087.6	6,887.9	177644
BTC_USD	2018-08-04	7,014.3	7,418.9	7,484.2	6,949.7	222565
BTC_USD	2018-08-03	7,419.0	7,535.6	7,535.6	7,293.5	226456
BTC_USD	2018-08-02	7,535.6	7,606.4	7,701.4	7,470.6	216335
BTC_USD	2018-08-01	7,606.4	7,728.5	7,753.2	7,449.2	237694
BTC_USD	2018-07-31	7,729.4	8,176.4	8,176.5	7,649.8	266939
BTC_USD	2018-07-30	8,177.1	8,214.7	8,262.0	7,874.4	242209
BTC_USD	2018-07-29	8,215.6	8,231.5	8,275.4	8,113.3	155240
BTC_USD	2018-07-28	8,234.1	8,186.8	8,234.1	8,077.4	147138
BTC_USD	2018-07-27	8,187.4	7,936.9	8,273.8	7,808.3	243215
BTC_USD	2018-07-26	7,937.0	8,173.9	8,304.3	7,861.0	235450
BTC_USD	2018-07-25	8,173.7	8,404.9	8,484.6	8,062.1	269228
BTC_USD	2018-07-24	8,407.0	7,723.1	8,479.8	7,701.9	345318
BTC_USD	2018-07-23	7,723.0	7,412.4	7,809.6	7,379.2	272148
BTC_USD	2018-07-22	7,412.3	7,409.0	7,575.3	7,343.7	204163
BTC_USD	2018-07-21	7,408.7	7,339.3	7,460.8	7,223.5	160773
BTC_USD	2018-07-20	7,339.4	7,477.6	7,683.6	7,292.0	258848
BTC_USD	2018-07-19	7,477.5	7,383.9	7,558.4	7,288.8	247251
BTC_USD	2018-07-18	7,383.6	7,321.6	7,581.2	7,249.3	333318
BTC_USD	2018-07-17	7,322.0	6,729.8	7,453.2	6,666.0	337752
BTC_USD	2018-07-16	6,729.9	6,362.8	6,749.2	6,344.1	312118
BTC_USD	2018-07-15	6,362.9	6,254.8	6,399.6	6,238.5	180667
BTC_USD	2018-07-14	6,254.8	6,229.5	6,313.5	6,192.5	243710
BTC_USD	2018-07-13	6,230.2	6,250.8	6,333.8	6,144.5	233215
BTC_USD	2018-07-12	6,250.6	6,389.1	6,389.4	6,088.8	289238
BTC_USD	2018-07-11	6,389.1	6,307.2	6,409.7	6,296.6	243821
BTC_USD	2018-07-10	6,307.2	6,668.4	6,686.8	6,291.5	315273
BTC_USD	2018-07-09	6,667.1	6,715.1	6,793.8	6,637.7	289477
BTC_USD	2018-07-08	6,714.8	6,765.4	6,784.0	6,694.3	267604
BTC_USD	2018-07-07	6,765.5	6,617.7	6,805.9	6,531.1	114572
BTC_USD	2018-07-06	6,617.7	6,546.5	6,638.2	6,458.3	132691
BTC_USD	2018-07-05	6,546.5	6,598.0	6,693.6	6,466.1	166177
BTC_USD	2018-07-04	6,598.4	6,513.8	6,774.5	6,442.3	143044
BTC_USD	2018-07-03	6,513.5	6,618.6	6,676.6	6,513.5	150194
BTC_USD	2018-07-02	6,619.5	6,349.1	6,680.0	6,275.0	179923
BTC_USD	2018-07-01	6,366.8	6,398.5	6,445.1	6,284.7	128507
BTC_USD	2018-06-30	6,398.9	6,213.4	6,498.5	6,204.0	189328
BTC_USD	2018-06-29	6,213.3	5,883.2	6,284.9	5,818.5	206959
BTC_USD	2018-06-28	5,883.5	6,154.9	6,178.4	5,854.0	156054
BTC_USD	2018-06-27	6,154.9	6,081.1	6,187.3	6,025.4	133423
BTC_USD	2018-06-26	6,082.1	6,256.9	6,267.7	6,060.0	176655
BTC_USD	2018-06-25	6,256.6	6,155.1	6,331.2	6,101.7	210691
BTC_USD	2018-06-24	6,154.6	6,167.9	6,248.3	5,785.3	240603
BTC_USD	2018-06-23	6,167.3	6,055.2	6,259.0	6,032.8	142898
BTC_USD	2018-06-22	6,055.7	6,728.2	6,739.7	5,955.0	278223
BTC_USD	2018-06-21	6,728.0	6,765.8	6,797.5	6,695.1	99293
BTC_USD	2018-06-20	6,765.4	6,752.3	6,812.7	6,575.1	121483
BTC_USD	2018-06-19	6,752.4	6,719.8	6,839.5	6,681.5	120538
BTC_USD	2018-06-18	6,719.8	6,460.5	6,794.5	6,410.9	135703
BTC_USD	2018-06-17	6,460.3	6,505.8	6,593.0	6,452.1	90674
BTC_USD	2018-06-16	6,505.8	6,410.0	6,564.2	6,358.0	108788
BTC_USD	2018-06-15	6,410.3	6,647.3	6,655.8	6,395.7	143530
BTC_USD	2018-06-14	6,647.1	6,312.3	6,711.5	6,283.6	201544
BTC_USD	2018-06-13	6,312.3	6,558.5	6,624.6	6,129.1	237481
BTC_USD	2018-06-12	6,558.2	6,885.9	6,887.2	6,476.0	178263
BTC_USD	2018-06-11	6,885.9	6,775.2	6,910.8	6,657.2	174878
BTC_USD	2018-06-10	6,775.1	7,515.8	7,516.3	6,668.1	275691
BTC_USD	2018-06-09	7,515.8	7,622.1	7,689.0	7,493.3	97562
BTC_USD	2018-06-08	7,622.1	7,697.9	7,710.5	7,556.9	112884
BTC_USD	2018-06-07	7,697.8	7,661.0	7,754.7	7,657.7	123997
BTC_USD	2018-06-06	7,661.0	7,631.5	7,699.1	7,504.4	130664
BTC_USD	2018-06-05	7,631.5	7,507.4	7,672.6	7,391.0	145231
BTC_USD	2018-06-04	7,504.3	7,729.3	7,759.9	7,468.4	141011
BTC_USD	2018-06-03	7,729.3	7,646.6	7,775.0	7,611.3	116681
BTC_USD	2018-06-02	7,646.6	7,530.8	7,694.5	7,467.9	121179
BTC_USD	2018-06-01	7,530.8	7,502.5	7,610.4	7,375.8	135916
BTC_USD	2018-05-31	7,502.6	7,400.8	7,611.9	7,355.0	144520
BTC_USD	2018-05-30	7,400.1	7,469.2	7,565.2	7,306.8	140365
BTC_USD	2018-05-29	7,467.7	7,119.3	7,533.0	7,069.8	186971
BTC_USD	2018-05-28	7,119.3	7,367.3	7,446.9	7,090.6	152289
BTC_USD	2018-05-27	7,366.7	7,361.9	7,411.8	7,267.5	103293
BTC_USD	2018-05-26	7,361.3	7,478.5	7,619.3	7,331.5	103071
BTC_USD	2018-05-25	7,477.7	7,593.9	7,653.4	7,355.6	161819
BTC_USD	2018-05-24	7,592.9	7,512.3	7,736.6	7,293.4	211108
BTC_USD	2018-05-23	7,512.3	8,005.7	8,047.4	7,467.6	237603
BTC_USD	2018-05-22	8,006.0	8,403.8	8,414.5	7,979.3	137508
BTC_USD	2018-05-21	8,403.3	8,529.5	8,550.6	8,375.5	115519
BTC_USD	2018-05-20	8,529.0	8,243.9	8,580.4	8,184.7	113759
BTC_USD	2018-05-19	8,245.1	8,244.7	8,389.1	8,153.2	107885
BTC_USD	2018-05-18	8,245.7	8,064.4	8,273.6	7,939.8	150322
BTC_USD	2018-05-17	8,063.0	8,344.6	8,458.7	8,022.3	154355
BTC_USD	2018-05-16	8,344.4	8,477.0	8,496.4	8,120.1	188034
BTC_USD	2018-05-15	8,477.0	8,674.0	8,842.1	8,436.5	179623
BTC_USD	2018-05-14	8,674.1	8,693.4	8,878.3	8,305.1	212052
BTC_USD	2018-05-13	8,693.5	8,489.1	8,758.4	8,330.0	149802
BTC_USD	2018-05-12	8,459.5	8,409.6	8,646.1	8,184.1	210872
BTC_USD	2018-05-11	8,408.3	9,026.0	9,028.7	8,359.6	270618
BTC_USD	2018-05-10	9,025.7	9,319.2	9,393.3	9,013.4	152707
BTC_USD	2018-05-09	9,319.1	9,194.9	9,377.9	8,988.0	147893
BTC_USD	2018-05-08	9,196.4	9,373.9	9,404.4	9,079.8	157449
BTC_USD	2018-05-07	9,431.6	9,651.1	9,675.6	9,204.2	165084
